name,year,team,league,goose_eggs,broken_eggs,mehs,league_average_gpct,ppf,replacement_gpct,gwar,key_retro
earl caldwell,1945,cha,al,2,0,1,0.8067216,98,0.7717215,0.2374096,calde101
walter wilson,1945,det,al,0,0,0,0.7969216,105,0.7619215,,wilsw102
bill dietrich,1945,cha,al,1,1,0,0.8067216,98,0.7717215,-0.2825904,dietb101
george caster,1945,det,al,5,3,1,0.7969216,105,0.7619215,-0.5695935,castg101
hal kleine,1945,cle,al,0,0,0,0.8095216,96,0.7745215,,kleih101
joe orrell,1945,det,al,0,0,0,0.7969216,105,0.7619215,,orrej101
clay touchstone,1945,cha,al,0,0,0,0.8067216,98,0.7717215,,toucc101
bert shepard,1945,ws1,al,0,0,0,0.8151216,92,0.7801216,,shepb101
george caster,1945,sla,al,0,0,0,0.7955216,106,0.7605215,,castg101
ox miller,1945,sla,al,0,0,0,0.7955216,106,0.7605215,,millo101
alex carrasquel,1945,ws1,al,1,3,0,0.8151216,92,0.7801216,-1.102653,carra101
walt masterson,1945,ws1,al,4,1,0,0.8151216,92,0.7801216,0.051684,mastw101
bill bevens,1945,nya,al,0,1,0,0.7997216,103,0.7647216,-0.3976552,beveb101
tommy bridges,1945,det,al,0,0,0,0.7969216,105,0.7619215,,bridt101
al lamacchia,1945,sla,al,2,0,0,0.7955216,106,0.7605215,0.2490576,lamaa101
prince oana,1945,det,al,0,0,0,0.7969216,105,0.7619215,,oanap101
johnny johnson,1945,cha,al,3,1,1,0.8067216,98,0.7717215,-0.0451808,johnj103
roger wolff,1945,ws1,al,8,1,1,0.8151216,92,0.7801216,0.5090311,wolfr102
bill connelly,1945,pha,al,0,0,0,0.8025216,101,0.7675216,,connb103
charlie bowles,1945,pha,al,1,2,0,0.8025216,101,0.7675216,-0.6773336,bowlc101
joe cleary,1945,ws1,al,0,0,0,0.8151216,92,0.7801216,,cleaj101
jim tobin,1945,det,al,0,0,0,0.7969216,105,0.7619215,,tobij103
randy heflin,1945,bos,al,1,1,0,0.8025216,101,0.7675216,-0.2782224,heflr101
orval grove,1945,cha,al,1,1,0,0.8067216,98,0.7717215,-0.2825904,grovo101
charlie gassaway,1945,pha,al,0,0,0,0.8025216,101,0.7675216,,gassc101
vic johnson,1945,bos,al,2,0,2,0.8025216,101,0.7675216,0.2417776,johnv101
pete appleton,1945,sla,al,0,0,0,0.7955216,106,0.7605215,,applp101
pete appleton,1945,ws1,al,0,0,0,0.8151216,92,0.7801216,,applp101
russ christopher,1945,pha,al,1,0,0,0.8025216,101,0.7675216,0.1208888,chrir101
carl scheib,1945,pha,al,0,0,0,0.8025216,101,0.7675216,,schec101
emmett o'neill,1945,bos,al,0,0,0,0.8025216,101,0.7675216,,oneie102
clem hausmann,1945,bos,al,0,0,0,0.8025216,101,0.7675216,,hausc101
bill zuber,1945,nya,al,3,0,0,0.7997216,103,0.7647216,0.3670343,zubeb101
frank barrett,1945,bos,al,9,0,0,0.8025216,101,0.7675216,1.087999,barrf104
dizzy trout,1945,det,al,7,1,0,0.7969216,105,0.7619215,0.4704064,troud101
billy pierce,1945,det,al,0,0,0,0.7969216,105,0.7619215,,pierb101
tex shirley,1945,sla,al,0,0,0,0.7955216,106,0.7605215,,shirt101
ed klieman,1945,cle,al,5,1,0,0.8095216,96,0.7745215,0.1834928,kliee101
joe page,1945,nya,al,0,0,0,0.7997216,103,0.7647216,,pagej101
dick stone,1945,ws1,al,0,0,1,0.8151216,92,0.7801216,,stond103
jack salveson,1945,cle,al,0,0,0,0.8095216,96,0.7745215,,salvj101
al smith,1945,cle,al,0,0,0,0.8095216,96,0.7745215,,smita104
joe berry,1945,pha,al,34,3,2,0.8025216,101,0.7675216,2.912885,berrj102
ken holcombe,1945,nya,al,3,0,2,0.7997216,103,0.7647216,0.3670343,holck101
hal schacker,1945,bsn,nl,1,1,0,0.7622364,101,0.7272363,-0.2363258,schah103
lee pfund,1945,bro,nl,1,0,0,0.7650363,99,0.7300363,0.1403811,pfunl101
dick mauney,1945,phi,nl,0,0,0,0.7636364,100,0.7286363,,maund101
mike modak,1945,cin,nl,0,0,0,0.7650363,99,0.7300363,,modam101
sal maglie,1945,ny1,nl,0,0,0,0.7608364,102,0.7258363,,magls101
bud byerly,1945,sln,nl,2,3,0,0.7650363,99,0.7300363,-0.8580944,byerb103
hy vandenberg,1945,chn,nl,1,2,0,0.7692363,96,0.7342363,-0.6254086,vandh101
don grate,1945,phi,nl,0,0,0,0.7636364,100,0.7286363,,gratd101
xavier rescigno,1945,pit,nl,5,2,2,0.7580364,104,0.7230363,-0.0318522,rescx101
lou lucier,1945,phi,nl,2,0,1,0.7636364,100,0.7286363,0.2822182,lucil101
blix donnelly,1945,sln,nl,5,1,0,0.7650363,99,0.7300363,0.3222866,donnb101
red barrett,1945,sln,nl,7,2,1,0.7650363,99,0.7300363,0.2234301,barrr101
johnny gee,1945,ny1,nl,0,0,1,0.7608364,102,0.7258363,,gee-j101
george hennessey,1945,chn,nl,0,0,0,0.7692363,96,0.7342363,,henng101
tom seats,1945,bro,nl,4,0,0,0.7650363,99,0.7300363,0.5615245,seatt101
ed wright,1945,bsn,nl,0,0,0,0.7622364,101,0.7272363,,wrige101
charlie sproull,1945,phi,nl,0,1,1,0.7636364,100,0.7286363,-0.3788909,sproc101
ken burkhart,1945,sln,nl,11,1,0,0.7650363,99,0.7300363,1.164574,burkk101
claude passeau,1945,chn,nl,0,0,1,0.7692363,96,0.7342363,,passc101
elmer riddle,1945,cin,nl,2,0,0,0.7650363,99,0.7300363,0.2807622,ridde101
rip sewell,1945,pit,nl,4,1,0,0.7580364,104,0.7230363,0.2001055,sewer101
ben chapman,1945,phi,nl,0,0,0,0.7636364,100,0.7286363,,chapb102
guy bush,1945,cin,nl,0,0,0,0.7650363,99,0.7300363,,bushg101
dick barrett,1945,phi,nl,1,0,0,0.7636364,100,0.7286363,0.1411091,barrd101
art herring,1945,bro,nl,3,0,1,0.7650363,99,0.7300363,0.4211434,herra101
ray prim,1945,chn,nl,0,1,0,0.7692363,96,0.7342363,-0.3818029,primr101
stan partenheimer,1945,sln,nl,0,0,0,0.7650363,99,0.7300363,,parts101
al libke,1945,cin,nl,0,0,0,0.7650363,99,0.7300363,,libka101
vic lombardi,1945,bro,nl,5,0,1,0.7650363,99,0.7300363,0.7019055,lombv101
jack kraus,1945,phi,nl,0,0,2,0.7636364,100,0.7286363,,krauj101
don fisher,1945,ny1,nl,0,0,0,0.7608364,102,0.7258363,,fishd101
jack creel,1945,sln,nl,2,0,1,0.7650363,99,0.7300363,0.2807622,creej101
hank borowy,1945,chn,nl,1,0,0,0.7692363,96,0.7342363,0.1381971,boroh101
howie fox,1945,cin,nl,8,2,0,0.7650363,99,0.7300363,0.3638112,fox-h101
al gerheauser,1945,pit,nl,2,1,0,0.7580364,104,0.7230363,-0.0879367,gerha101
rube fischer,1945,ny1,nl,2,4,0,0.7608364,102,0.7258363,-1.224609,fiscr101
mort cooper,1945,sln,nl,0,0,0,0.7650363,99,0.7300363,,coopm101
lon warneke,1945,chn,nl,0,0,0,0.7692363,96,0.7342363,,warnl101
al javery,1945,bsn,nl,0,0,0,0.7622364,101,0.7272363,,javea101
andy karl,1945,phi,nl,33,7,3,0.7636364,100,0.7286363,2.004364,karla101
art lopatka,1945,sln,nl,0,0,0,0.7650363,99,0.7300363,,lopaa101
cookie cuccurullo,1945,pit,nl,3,0,1,0.7580364,104,0.7230363,0.4320633,cuccc101
ken gables,1945,pit,nl,3,1,0,0.7580364,104,0.7230363,0.0560844,gablk101
walter signer,1945,chn,nl,1,0,1,0.7692363,96,0.7342363,0.1381971,signw101
max butcher,1945,pit,nl,0,0,0,0.7580364,104,0.7230363,,butcm101
johnny hetki,1945,cin,nl,0,1,0,0.7650363,99,0.7300363,-0.3796189,hetkj101
adrian zabala,1945,ny1,nl,1,2,0,0.7608364,102,0.7258363,-0.6123047,zabaa101
don hendrickson,1945,bsn,nl,10,5,3,0.7622364,101,0.7272363,-0.4724432,hendd101
loren bain,1945,ny1,nl,0,0,0,0.7608364,102,0.7258363,,bainl101
bill voiselle,1945,ny1,nl,1,1,0,0.7608364,102,0.7258363,-0.2348698,voisb101
george dockins,1945,sln,nl,3,2,0,0.7650363,99,0.7300363,-0.3380944,dockg101
dick coffman,1945,phi,nl,2,0,0,0.7636364,100,0.7286363,0.2822182,coffd101
ewald pyle,1945,ny1,nl,0,0,1,0.7608364,102,0.7258363,,pylee101
clyde king,1945,bro,nl,20,3,2,0.7650363,99,0.7300363,1.668765,kingc101
bill crouch,1945,sln,nl,0,0,0,0.7650363,99,0.7300363,,croub103
ken raffensberger,1945,phi,nl,0,0,0,0.7636364,100,0.7286363,,raffk101
hal gregg,1945,bro,nl,13,2,1,0.7650363,99,0.7300363,1.065717,gregh102
ralph branca,1945,bro,nl,1,0,0,0.7650363,99,0.7300363,0.1403811,branr103
boom-boom beck,1945,pit,nl,0,0,0,0.7580364,104,0.7230363,,beckb104
al jurisich,1945,sln,nl,4,1,0,0.7650363,99,0.7300363,0.1819056,juria101
glenn gardner,1945,sln,nl,0,0,0,0.7650363,99,0.7300363,,gardg101
izzy leon,1945,phi,nl,1,0,0,0.7636364,100,0.7286363,0.1411091,leoni101
ed heusser,1945,cin,nl,2,0,0,0.7650363,99,0.7300363,0.2807622,heuse101
slim emmerich,1945,ny1,nl,5,1,0,0.7608364,102,0.7258363,0.3353906,emmes101
red barrett,1945,bsn,nl,8,2,0,0.7622364,101,0.7272363,0.3783711,barrr101
hod lisenbee,1945,cin,nl,6,2,1,0.7650363,99,0.7300363,0.0830489,liseh101
otho nitcholas,1945,bro,nl,0,0,0,0.7650363,99,0.7300363,,nitco101
mel bosser,1945,cin,nl,0,0,0,0.7650363,99,0.7300363,,bossm101
ewald pyle,1945,bsn,nl,0,1,0,0.7622364,101,0.7272363,-0.3781629,pylee101
mack stewart,1945,chn,nl,0,2,0,0.7692363,96,0.7342363,-0.7636058,stewm101
max lanier,1945,sln,nl,0,0,1,0.7650363,99,0.7300363,,lanim101
arnold carter,1945,cin,nl,2,0,0,0.7650363,99,0.7300363,0.2807622,carta101
ernie rudolph,1945,bro,nl,1,0,0,0.7650363,99,0.7300363,0.1403811,rudoe101
bob chipman,1945,chn,nl,0,2,1,0.7692363,96,0.7342363,-0.7636058,chipb101
paul erickson,1945,chn,nl,3,1,0,0.7692363,96,0.7342363,0.0327885,ericp101
ray harrell,1945,ny1,nl,0,0,0,0.7608364,102,0.7258363,,harrr103
hugh mulcahy,1945,phi,nl,0,0,0,0.7636364,100,0.7286363,,mulch101
bob whitcher,1945,bsn,nl,0,0,0,0.7622364,101,0.7272363,,whitb107
joe heving,1945,bsn,nl,0,0,0,0.7622364,101,0.7272363,,hevij101
charley schanz,1945,phi,nl,2,0,0,0.7636364,100,0.7286363,0.2822182,schac101
les webber,1945,bro,nl,3,2,0,0.7650363,99,0.7300363,-0.3380944,webbl102
claude crocker,1945,bro,nl,0,0,0,0.7650363,99,0.7300363,,crocc101
fritz ostermueller,1945,pit,nl,0,0,0,0.7580364,104,0.7230363,,ostef101
charlie cozart,1945,bsn,nl,0,0,0,0.7622364,101,0.7272363,,cozac101
ray starr,1945,pit,nl,0,0,0,0.7580364,104,0.7230363,,starr101
curt davis,1945,bro,nl,0,0,1,0.7650363,99,0.7300363,,davic103
jack brewer,1945,ny1,nl,0,0,1,0.7608364,102,0.7258363,,brewj101
ace adams,1945,ny1,nl,39,11,5,0.7608364,102,0.7258363,1.408255,adama101
jimmie foxx,1945,phi,nl,0,0,0,0.7636364,100,0.7286363,,foxxj101
nick strincevich,1945,pit,nl,1,0,0,0.7580364,104,0.7230363,0.1440211,strin101
vern kennedy,1945,cin,nl,2,0,0,0.7650363,99,0.7300363,0.2807622,kennv101
mitch chetkovich,1945,phi,nl,0,0,0,0.7636364,100,0.7286363,,chetm101
mort cooper,1945,bsn,nl,1,1,2,0.7622364,101,0.7272363,-0.2363258,coopm101
oscar judd,1945,phi,nl,0,0,2,0.7636364,100,0.7286363,,juddo101
nate andrews,1945,bsn,nl,0,1,0,0.7622364,101,0.7272363,-0.3781629,andrn101
hank wyse,1945,chn,nl,3,0,0,0.7692363,96,0.7342363,0.4145914,wyseh101
bill lee,1945,bsn,nl,4,1,0,0.7622364,101,0.7272363,0.1891856,lee-b103
andy hansen,1945,ny1,nl,2,1,0,0.7608364,102,0.7258363,-0.0923047,hansa101
vern kennedy,1945,phi,nl,1,1,0,0.7636364,100,0.7286363,-0.2377818,kennv101
jorge comellas,1945,chn,nl,0,0,0,0.7692363,96,0.7342363,,comej101
boom-boom beck,1945,cin,nl,1,0,1,0.7650363,99,0.7300363,0.1403811,beckb104
ben chapman,1945,bro,nl,1,0,0,0.7650363,99,0.7300363,0.1403811,chapb102
bob logan,1945,bsn,nl,0,0,0,0.7622364,101,0.7272363,,logab101
charlie ripple,1945,phi,nl,0,1,0,0.7636364,100,0.7286363,-0.3788909,rippc101
joe bowman,1945,cin,nl,0,1,0,0.7650363,99,0.7300363,-0.3796189,bowmj101
ira hutchinson,1945,bsn,nl,7,2,0,0.7622364,101,0.7272363,0.236534,hutci101
roy lee,1945,ny1,nl,1,1,0,0.7608364,102,0.7258363,-0.2348698,lee-r101
ben cardoni,1945,bsn,nl,0,0,0,0.7622364,101,0.7272363,,cardb101
johnny hutchings,1945,bsn,nl,6,1,0,0.7622364,101,0.7272363,0.4728598,hutcj101
ted wilks,1945,sln,nl,0,0,0,0.7650363,99,0.7300363,,wilkt101
ray hathaway,1945,bro,nl,0,0,0,0.7650363,99,0.7300363,,hathr101
lefty scott,1945,phi,nl,0,0,0,0.7636364,100,0.7286363,,scotl101
frank dasso,1945,cin,nl,0,0,1,0.7650363,99,0.7300363,,dassf101
earl harrist,1945,cin,nl,3,0,0,0.7650363,99,0.7300363,0.4211434,harre101
lou fette,1945,bsn,nl,0,0,0,0.7622364,101,0.7272363,,fettl101
cy buker,1945,bro,nl,11,2,5,0.7650363,99,0.7300363,0.7849545,bukec101
harry brecheen,1945,sln,nl,3,0,0,0.7650363,99,0.7300363,0.4211434,brech101
tom earley,1945,bsn,nl,2,3,0,0.7622364,101,0.7272363,-0.8508145,earlt101
jim tobin,1945,bsn,nl,2,1,1,0.7622364,101,0.7272363,-0.0944886,tobij103
preacher roe,1945,pit,nl,0,0,0,0.7580364,104,0.7230363,,roe-p101
harry feldman,1945,ny1,nl,4,1,0,0.7608364,102,0.7258363,0.1928256,feldh101
jack phillips,1945,ny1,nl,0,0,0,0.7608364,102,0.7258363,,philj102
lefty wallace,1945,bsn,nl,0,1,0,0.7622364,101,0.7272363,-0.3781629,walll102
ray starr,1945,chn,nl,2,1,0,0.7692363,96,0.7342363,-0.1054086,starr101
paul derringer,1945,chn,nl,1,0,0,0.7692363,96,0.7342363,0.1381971,derrp101
rene monteagudo,1945,phi,nl,0,0,0,0.7636364,100,0.7286363,,montr101
johnny murphy,1946,nya,al,19,4,1,0.7771732,98,0.7421732,1.003608,murpj103
randy gumpert,1946,nya,al,8,0,3,0.7771732,98,0.7421732,1.072559,gumpr101
joe page,1946,nya,al,5,2,1,0.7771732,98,0.7421732,-0.1015104,pagej101
pat cooper,1946,pha,al,0,0,0,0.7743732,100,0.7393732,,coopp101
lum harris,1946,pha,al,9,3,0,0.7743732,100,0.7393732,0.0663112,harrl101
rufe gentry,1946,det,al,0,0,0,0.7673732,105,0.7323732,,gentr101
charlie wagner,1946,bos,al,0,0,0,0.7673732,105,0.7323732,,wagnc101
steve roser,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,roses101
joe krakauskas,1946,cle,al,5,2,3,0.7827733,94,0.7477732,-0.1218945,krakj101
marius russo,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,russm101
herman besse,1946,pha,al,0,0,0,0.7743732,100,0.7393732,,bessh101
bob feller,1946,cle,al,1,1,0,0.7827733,94,0.7477732,-0.2576842,fellb101
tommy byrne,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,byrnt101
herb karpel,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,karph101
al milnar,1946,sla,al,0,0,0,0.7645732,107,0.7295732,,milna101
jake wade,1946,ws1,al,0,1,0,0.7813733,95,0.7463732,-0.3881141,wadej101
marino pieretti,1946,ws1,al,1,4,1,0.7813733,95,0.7463732,-1.42057,pierm101
karl drews,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,drewk101
lou knerr,1946,pha,al,0,1,0,0.7743732,100,0.7393732,-0.3844741,knerl101
cuddles marshall,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,marsc101
pete center,1946,cle,al,0,2,0,0.7827733,94,0.7477732,-0.7776842,centp101
dutch leonard,1946,ws1,al,0,0,0,0.7813733,95,0.7463732,,leond103
bill zuber,1946,bos,al,3,0,0,0.7673732,105,0.7323732,0.4174978,zubeb101
hal white,1946,det,al,0,1,0,0.7673732,105,0.7323732,-0.380834,whith101
fred hutchinson,1946,det,al,5,0,0,0.7673732,105,0.7323732,0.6958297,hutcf101
joe coleman,1946,pha,al,0,0,0,0.7743732,100,0.7393732,,colej101
vern curtis,1946,ws1,al,4,0,1,0.7813733,95,0.7463732,0.5275437,curtv101
norm brown,1946,pha,al,0,0,1,0.7743732,100,0.7393732,,brown101
dizzy trout,1946,det,al,2,0,0,0.7673732,105,0.7323732,0.2783319,troud101
jake wade,1946,nya,al,4,0,1,0.7771732,98,0.7421732,0.5362797,wadej101
bill butland,1946,bos,al,0,0,0,0.7673732,105,0.7323732,,butlb103
max wilson,1946,ws1,al,1,1,1,0.7813733,95,0.7463732,-0.2562282,wilsm101
tom ferrick,1946,cle,al,1,0,0,0.7827733,94,0.7477732,0.1311579,ferrt101
phil marchildon,1946,pha,al,4,0,0,0.7743732,100,0.7393732,0.5421037,marcp101
earl caldwell,1946,cha,al,24,2,2,0.7785732,97,0.7435732,2.426891,calde101
chet johnson,1946,sla,al,0,0,0,0.7645732,107,0.7295732,,johnc101
emmett o'neill,1946,cha,al,0,0,0,0.7785732,97,0.7435732,,oneie102
bob muncrief,1946,sla,al,3,1,0,0.7645732,107,0.7295732,0.0424878,muncb101
ox miller,1946,sla,al,1,1,0,0.7645732,107,0.7295732,-0.2387561,millo101
jesse flores,1946,pha,al,4,0,0,0.7743732,100,0.7393732,0.5421037,florj101
earl johnson,1946,bos,al,13,3,3,0.7673732,105,0.7323732,0.6666552,johne105
cliff fannin,1946,sla,al,1,0,1,0.7645732,107,0.7295732,0.1406219,fannc101
bill zuber,1946,nya,al,0,1,0,0.7771732,98,0.7421732,-0.3859301,zubeb101
steve gromek,1946,cle,al,2,0,1,0.7827733,94,0.7477732,0.2623158,groms101
ray flanigan,1946,cle,al,0,0,0,0.7827733,94,0.7477732,,flanr101
ellis kinder,1946,sla,al,1,0,0,0.7645732,107,0.7295732,0.1406219,kinde101
stubby overmire,1946,det,al,7,2,0,0.7673732,105,0.7323732,0.2124936,overs101
al lyons,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,lyona101
eddie smith,1946,cha,al,0,0,1,0.7785732,97,0.7435732,,smite105
joe haynes,1946,cha,al,2,0,1,0.7785732,97,0.7435732,0.2666839,haynj101
ed klieman,1946,cle,al,0,0,0,0.7827733,94,0.7477732,,kliee101
bob klinger,1946,bos,al,9,3,3,0.7673732,105,0.7323732,0.1099914,klinb101
hal manders,1946,det,al,0,0,0,0.7673732,105,0.7323732,,mandh101
russ christopher,1946,pha,al,0,1,0,0.7743732,100,0.7393732,-0.3844741,chrir101
mike ryba,1946,bos,al,1,0,1,0.7673732,105,0.7323732,0.139166,rybam101
sid hudson,1946,ws1,al,8,1,2,0.7813733,95,0.7463732,0.6669733,hudss101
walt masterson,1946,ws1,al,6,3,1,0.7813733,95,0.7463732,-0.3730266,mastw101
tiny bonham,1946,nya,al,0,0,1,0.7771732,98,0.7421732,,bonht101
george caster,1946,det,al,6,2,1,0.7673732,105,0.7323732,0.0733276,castg101
stan ferens,1946,sla,al,5,3,0,0.7645732,107,0.7295732,-0.4350245,feres101
al hollingsworth,1946,cha,al,2,1,1,0.7785732,97,0.7435732,-0.1199741,holla101
virgil trucks,1946,det,al,0,0,0,0.7673732,105,0.7323732,,trucv101
al gettel,1946,nya,al,0,0,1,0.7771732,98,0.7421732,,getta101
clem dreisewerd,1946,bos,al,7,2,0,0.7673732,105,0.7323732,0.2124936,dreic101
bill wight,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,wighb101
bobo newsom,1946,pha,al,5,0,2,0.7743732,100,0.7393732,0.6776296,newsb101
tommy bridges,1946,det,al,4,1,1,0.7673732,105,0.7323732,0.1758298,bridt101
hal newhouser,1946,det,al,1,2,1,0.7673732,105,0.7323732,-0.6225021,newhh101
dick fowler,1946,pha,al,1,0,0,0.7743732,100,0.7393732,0.1355259,fowld101
dave ferriss,1946,bos,al,1,0,1,0.7673732,105,0.7323732,0.139166,ferrd101
mickey harris,1946,bos,al,3,2,0,0.7673732,105,0.7323732,-0.3441702,harrm101
mel queen,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,queem101
steve sundra,1946,sla,al,0,0,0,0.7645732,107,0.7295732,,sunds101
al hollingsworth,1946,sla,al,0,0,0,0.7645732,107,0.7295732,,holla101
randy heflin,1946,bos,al,3,1,0,0.7673732,105,0.7323732,0.0366638,heflr101
jack knott,1946,pha,al,0,0,0,0.7743732,100,0.7393732,,knotj102
don black,1946,cle,al,1,0,1,0.7827733,94,0.7477732,0.1311579,blacd101
frank biscan,1946,sla,al,1,1,1,0.7645732,107,0.7295732,-0.2387561,biscf101
milo candini,1946,ws1,al,5,1,0,0.7813733,95,0.7463732,0.2713155,candm101
gil torres,1946,ws1,al,1,0,0,0.7813733,95,0.7463732,0.1318859,torrg101
jim bagby,1946,bos,al,3,2,0,0.7673732,105,0.7323732,-0.3441702,bagbj102
len perme,1946,cha,al,0,0,0,0.7785732,97,0.7435732,,perml101
porter vaughan,1946,pha,al,0,0,1,0.7743732,100,0.7393732,,vaugp101
ray scarborough,1946,ws1,al,0,0,0,0.7813733,95,0.7463732,,scarr102
sam zoldak,1946,sla,al,1,1,0,0.7645732,107,0.7295732,-0.2387561,zolds101
johnny podgajny,1946,cle,al,0,0,0,0.7827733,94,0.7477732,,podgj101
les webber,1946,cle,al,0,0,0,0.7827733,94,0.7477732,,webbl102
mel harder,1946,cle,al,1,1,0,0.7827733,94,0.7477732,-0.2576842,hardm101
bill kennedy,1946,ws1,al,1,1,1,0.7813733,95,0.7463732,-0.2562282,kennb102
joe berry,1946,cle,al,10,4,2,0.7827733,94,0.7477732,-0.243789,berrj102
mickey haefner,1946,ws1,al,3,1,2,0.7813733,95,0.7463732,0.0075437,haefm101
tom ferrick,1946,sla,al,5,0,2,0.7645732,107,0.7295732,0.7031097,ferrt101
tex shirley,1946,sla,al,1,2,0,0.7645732,107,0.7295732,-0.6181341,shirt101
tex hughson,1946,bos,al,2,0,1,0.7673732,105,0.7323732,0.2783319,hught102
gordon maltzberger,1946,cha,al,4,0,0,0.7785732,97,0.7435732,0.5333678,maltg101
joe dobson,1946,bos,al,1,0,0,0.7673732,105,0.7323732,0.139166,dobsj101
bill dietrich,1946,cha,al,0,0,1,0.7785732,97,0.7435732,,dietb101
mace brown,1946,bos,al,6,3,3,0.7673732,105,0.7323732,-0.3075064,browm103
jack kramer,1946,sla,al,0,0,0,0.7645732,107,0.7295732,,kramj101
charley stanceu,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,stanc101
johnny niggeling,1946,ws1,al,2,1,1,0.7813733,95,0.7463732,-0.1243422,niggj101
johnny gorsica,1946,det,al,2,0,0,0.7673732,105,0.7323732,0.2783319,gorsj101
al benton,1946,det,al,7,4,1,0.7673732,105,0.7323732,-0.5491747,benta101
ralph hamner,1946,cha,al,1,0,1,0.7785732,97,0.7435732,0.1333419,hamnr101
everett fagan,1946,pha,al,0,0,1,0.7743732,100,0.7393732,,fagae101
mel deutsch,1946,bos,al,0,0,0,0.7673732,105,0.7323732,,deutm101
joe berry,1946,pha,al,0,0,1,0.7743732,100,0.7393732,,berrj102
denny galehouse,1946,sla,al,0,0,0,0.7645732,107,0.7295732,,galed101
spud chandler,1946,nya,al,0,0,0,0.7771732,98,0.7421732,,chans101
frank hiller,1946,nya,al,0,1,0,0.7771732,98,0.7421732,-0.3859301,hillf101
orval grove,1946,cha,al,0,0,0,0.7785732,97,0.7435732,,grovo101
lee griffeth,1946,pha,al,0,0,0,0.7743732,100,0.7393732,,grifl101
frank papish,1946,cha,al,7,0,1,0.7785732,97,0.7435732,0.9333936,papif101
early wynn,1946,ws1,al,0,0,0,0.7813733,95,0.7463732,,wynne101
nels potter,1946,sla,al,3,1,0,0.7645732,107,0.7295732,0.0424878,pottn102
al lamacchia,1946,ws1,al,0,0,0,0.7813733,95,0.7463732,,lamaa101
charlie gassaway,1946,cle,al,2,1,0,0.7827733,94,0.7477732,-0.1265262,gassc101
al lamacchia,1946,sla,al,0,0,0,0.7645732,107,0.7295732,,lamaa101
vic johnson,1946,cle,al,2,0,0,0.7827733,94,0.7477732,0.2623158,johnv101
johnny rigney,1946,cha,al,0,0,0,0.7785732,97,0.7435732,,rignj101
bob lemon,1946,cle,al,7,2,0,0.7827733,94,0.7477732,0.1404213,lemob101
bob savage,1946,pha,al,4,0,0,0.7743732,100,0.7393732,0.5421037,savab101
roger wolff,1946,ws1,al,3,0,1,0.7813733,95,0.7463732,0.3956577,wolfr102
clayton lambert,1946,cin,nl,6,1,1,0.7883159,99,0.7533159,0.3779303,lambc101
johnny beazley,1946,sln,nl,0,0,0,0.7855159,101,0.7505159,,beazj101
dick mulligan,1946,bsn,nl,0,0,0,0.7855159,101,0.7505159,,mulld101
rube fischer,1946,ny1,nl,1,1,1,0.7855159,101,0.7505159,-0.2605365,fiscr101
ken burkhart,1946,sln,nl,1,1,0,0.7855159,101,0.7505159,-0.2605365,burkk101
ed bahr,1946,pit,nl,4,1,0,0.7813159,104,0.7463159,0.1395787,bahre101
howie fox,1946,cin,nl,0,0,0,0.7883159,99,0.7533159,,fox-h101
don grate,1946,phi,nl,1,0,0,0.7869159,100,0.7519159,0.1290037,gratd101
hank behrman,1946,bro,nl,19,1,3,0.7883159,99,0.7533159,2.045515,behrh101
frank barrett,1946,bsn,nl,4,2,2,0.7855159,101,0.7505159,-0.2616095,barrf104
charlie ripple,1946,phi,nl,1,0,0,0.7869159,100,0.7519159,0.1290037,rippc101
nate andrews,1946,ny1,nl,0,0,0,0.7855159,101,0.7505159,,andrn101
curt davis,1946,bro,nl,0,0,0,0.7883159,99,0.7533159,,davic103
ewell blackwell,1946,cin,nl,5,0,1,0.7883159,99,0.7533159,0.6413788,blace102
oscar judd,1946,phi,nl,5,1,0,0.7869159,100,0.7519159,0.2540224,juddo101
jean-pierre roy,1946,bro,nl,0,0,0,0.7883159,99,0.7533159,,roy-j101
vern olsen,1946,chn,nl,0,0,0,0.7911159,97,0.7561159,,olsev101
harry gumbert,1946,cin,nl,18,3,3,0.7883159,99,0.7533159,1.133791,gumbh101
red munger,1946,sln,nl,0,0,1,0.7855159,101,0.7505159,,mungr101
johnny sain,1946,bsn,nl,3,0,0,0.7855159,101,0.7505159,0.3891952,sainj101
dick mulligan,1946,phi,nl,3,1,0,0.7869159,100,0.7519159,-0.003985,mulld101
russ meyer,1946,chn,nl,1,0,0,0.7911159,97,0.7561159,0.1268198,meyer101
johnny lanning,1946,pit,nl,2,1,0,0.7813159,104,0.7463159,-0.1242528,lannj101
elmer singleton,1946,bsn,nl,0,0,2,0.7855159,101,0.7505159,,singe101
freddy schmidt,1946,sln,nl,1,0,0,0.7855159,101,0.7505159,0.1297317,schmf101
